year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,10,27,1026,-4,1324,-11,AA,N328AA,179,JFK,SFO,337,2586,10,26
2013,3,13,1150,40,1252,32,B6,N309JB,24,JFK,BTV,44,266,11,50
2013,7,27,951,-9,1057,-33,EV,N820AS,5736,LGA,IAD,43,229,9,51
2013,5,26,1743,-2,2057,-6,DL,N3749D,1394,JFK,PDX,334,2454,17,43
2013,7,20,653,6,834,25,B6,N712JB,905,JFK,ORD,121,740,6,53
2013,12,1,1425,-4,1613,-15,DL,N323NB,1819,LGA,MSP,147,1020,14,25
2013,10,13,655,-5,945,-30,DL,N193DN,420,JFK,LAX,323,2475,6,55
2013,12,31,2328,-2,412,3,B6,N651JB,1389,EWR,SJU,198,1608,23,28
2013,6,19,1859,0,2053,17,UA,N435UA,693,LGA,ORD,114,733,18,59
2013,3,4,2016,-5,2151,-8,UA,N24706,1464,EWR,CLE,72,404,20,16
2013,2,3,1808,-2,2124,-6,AA,N3EAAA,1611,LGA,MIA,150,1096,18,8
2013,3,31,2001,1,2237,-6,DL,N697DL,1147,LGA,ATL,114,762,20,1
2013,12,8,1250,50,1532,51,DL,N902DE,1947,LGA,ATL,131,762,12,50
2013,7,7,955,-4,1137,-23,EV,N11193,4328,EWR,CHS,86,628,9,55
2013,10,2,1203,0,1346,-26,EV,N21154,4567,EWR,MCI,147,1092,12,3
2013,7,15,933,33,1148,6,B6,N652JB,189,JFK,SAN,285,2446,9,33
2013,1,9,804,-1,1049,20,9E,N937XJ,3538,JFK,MSP,172,1029,8,4
2013,8,20,1323,-2,1732,-29,UA,N66056,15,EWR,HNL,589,4963,13,23
2013,2,27,711,9,1231,33,UA,N37427,1653,EWR,SJU,232,1608,7,11
2013,1,4,2155,-4,2247,-13,EV,N21129,4162,EWR,BWI,37,169,21,55
2013,12,25,2011,-14,2139,-26,AA,N513AA,371,LGA,ORD,126,733,20,11
2013,10,31,859,-1,1137,-29,B6,N789JB,1701,JFK,FLL,135,1069,8,59
2013,11,26,655,-5,1008,6,DL,N320NB,1879,LGA,FLL,173,1076,6,55
2013,3,7,630,0,834,4,MQ,N501MQ,4576,LGA,CLT,90,544,6,30
2013,6,23,1508,12,1805,1,UA,N37255,1077,EWR,RSW,153,1068,15,8
2013,10,25,653,-7,913,-29,DL,N933DL,1547,LGA,ATL,112,762,6,53
2013,10,4,626,-4,854,-23,UA,N37420,1088,EWR,IAH,183,1400,6,26
2013,6,28,904,5,1147,-4,UA,N459UA,560,LGA,IAH,185,1416,9,4
2013,7,10,557,-3,725,10,MQ,N542MQ,3267,EWR,ORD,113,719,5,57
2013,9,7,1842,12,2112,-10,B6,N648JB,153,JFK,PBI,132,1028,18,42
2013,11,16,1247,0,1400,-5,B6,N184JB,1386,JFK,ROC,48,264,12,47
2013,7,15,1307,12,1548,7,UA,N17126,1641,EWR,MCO,126,937,13,7
2013,9,11,1548,-2,1844,51,EV,N34111,4667,EWR,MSP,183,1008,15,48
2013,1,23,1251,0,1546,-16,UA,N475UA,743,LGA,IAH,200,1416,12,51
2013,1,28,1852,37,2211,41,AS,N407AS,7,EWR,SEA,347,2402,18,52
2013,12,2,1203,-2,1352,2,MQ,N534MQ,3404,LGA,RDU,74,431,12,3
2013,4,26,1425,10,1525,-2,B6,N279JB,1010,JFK,BOS,35,187,14,25
2013,9,26,951,-9,1239,8,9E,N920XJ,3512,LGA,IND,95,660,9,51
2013,1,1,1701,-9,2026,11,AA,N3FUAA,695,JFK,AUS,247,1521,17,1
2013,6,5,1025,-5,1235,-8,DL,N302DQ,2343,EWR,ATL,108,746,10,25
2013,10,8,1120,10,1443,12,9E,N605LR,3493,LGA,SRQ,158,1047,11,20
2013,12,18,1529,34,1734,44,MQ,N834MQ,3391,LGA,CMH,81,479,15,29
2013,11,19,1935,0,2148,-1,9E,N901XJ,2911,JFK,CVG,95,589,19,35
2013,5,6,1837,32,2001,25,EV,N19554,4663,EWR,BNA,101,748,18,37
2013,6,18,1252,-3,1542,-4,UA,N33103,1641,EWR,MCO,137,937,12,52
2013,11,23,2239,-6,2350,-3,B6,N296JB,108,JFK,PWM,49,273,22,39
2013,6,30,116,77,451,67,B6,N633JB,1503,JFK,SJU,195,1598,1,16
2013,4,11,1029,26,1326,4,UA,N518UA,405,JFK,SFO,333,2586,10,29
2013,10,25,1731,1,2100,-4,DL,N706TW,434,JFK,SFO,332,2586,17,31
2013,9,25,856,-4,1126,7,DL,N351NW,485,EWR,ATL,114,746,8,56
2013,12,18,2209,90,138,103,B6,N605JB,1205,JFK,PDX,369,2454,22,9
2013,12,6,2130,30,2240,34,UA,N430UA,994,EWR,BOS,38,200,21,30
2013,9,7,1340,-8,1618,-39,DL,N360NB,1779,LGA,FLL,139,1076,13,40
2013,4,18,1628,48,1900,33,UA,N87531,1148,EWR,TPA,129,997,16,28
2013,11,22,1128,-7,1340,2,9E,N605LR,3373,EWR,MSP,174,1008,11,28
2013,11,30,1615,0,1800,-38,UA,N405UA,587,EWR,DEN,206,1605,16,15
2013,10,30,1659,-1,1921,-19,DL,N930DL,1499,LGA,ATL,109,762,16,59
2013,5,12,1453,-6,1619,-16,9E,N936XJ,3393,JFK,DCA,49,213,14,53
2013,6,15,647,-8,927,-38,AA,N3JFAA,2279,LGA,MIA,136,1096,6,47
2013,7,16,1903,63,2109,99,WN,N432WN,625,EWR,MDW,113,711,19,3
2013,2,7,1750,15,1900,6,B6,N586JB,74,JFK,BTV,42,266,17,50
2013,11,15,944,-1,1240,-25,UA,N12125,1735,EWR,LAX,330,2454,9,44
2013,8,14,1520,-5,1750,10,MQ,N735MQ,3532,LGA,XNA,172,1147,15,20
2013,8,16,550,0,819,-9,UA,N76514,1400,EWR,MCO,126,937,5,50
2013,6,27,855,-5,1045,-16,EV,N186PQ,5172,EWR,DTW,78,488,8,55
2013,9,28,1102,-3,1340,9,UA,N468UA,405,LGA,DEN,216,1620,11,2
2013,8,24,1927,23,2136,-17,UA,N75435,1139,EWR,LAS,278,2227,19,27
2013,10,15,1811,8,2049,-7,UA,N563UA,360,EWR,PBI,130,1023,18,11
2013,12,10,1919,19,2030,12,US,N764US,2193,LGA,DCA,49,214,19,19
2013,11,2,823,23,937,24,EV,N26141,4866,EWR,BTV,43,266,8,23
2013,6,28,702,2,827,16,EV,N13914,5819,EWR,MHT,56,209,7,2
2013,11,11,710,25,832,12,9E,N928XJ,3496,LGA,PIT,57,335,7,10
2013,3,17,17,84,134,80,B6,N583JB,112,JFK,BUF,56,301,0,17
2013,10,5,949,-10,1128,-16,AA,N596AA,1030,LGA,STL,126,888,9,49
2013,3,20,1656,1,1830,-30,WN,N424WN,4490,LGA,STL,133,888,16,56
2013,8,11,955,-4,1230,5,B6,N715JB,411,JFK,LAS,303,2248,9,55
2013,4,15,1111,-2,1425,10,UA,N505UA,703,JFK,LAX,349,2475,11,11
2013,4,10,1451,-9,1620,-20,MQ,N906MQ,4333,JFK,PIT,71,340,14,51
2013,10,28,1554,-5,1830,-36,UA,N459UA,375,EWR,SEA,318,2402,15,54
2013,11,2,1658,-2,1809,-7,B6,N307JB,1734,JFK,BTV,44,266,16,58
2013,6,18,1335,17,1512,35,EV,N21197,4517,EWR,BNA,109,748,13,35
2013,4,19,1356,-4,1458,-8,US,N952UW,2130,LGA,BOS,41,184,13,56
2013,9,20,1646,76,1940,47,DL,N718TW,141,JFK,SFO,333,2586,16,46
2013,3,11,1649,14,1810,0,MQ,N520MQ,3695,EWR,ORD,116,719,16,49
2013,9,13,1913,13,2127,5,DL,N330NB,1715,LGA,MSY,157,1183,19,13
2013,5,6,837,-4,1031,-8,EV,N17115,4175,EWR,AVL,90,583,8,37
2013,12,17,2313,28,56,63,B6,N190JB,108,JFK,PWM,47,273,23,13
2013,12,1,1552,-3,1728,-12,EV,N719EV,5091,LGA,PIT,58,335,15,52
2013,2,22,1811,-4,2116,-9,AS,N409AS,7,EWR,SEA,321,2402,18,11
2013,7,21,1222,-12,1317,-33,UA,N462UA,244,EWR,BOS,33,200,12,22
2013,4,3,716,-9,1020,-10,AS,N553AS,21,EWR,SEA,342,2402,7,16
2013,6,7,1931,21,2251,11,AA,N328AA,21,JFK,LAX,292,2475,19,31
2013,8,27,1930,-5,2238,1,DL,N903DE,1435,LGA,TPA,130,1010,19,30
2013,12,4,2224,80,2340,79,EV,N26549,4119,EWR,RIC,59,277,22,24
2013,4,18,1630,0,1924,-34,B6,N652JB,675,JFK,LAX,317,2475,16,30
2013,2,23,627,-8,732,-18,EV,N14991,3832,EWR,DCA,50,199,6,27
2013,3,14,1443,-7,1624,-21,MQ,N612MQ,4172,JFK,CLE,77,425,14,43
2013,3,3,1325,0,1636,-14,VX,N636VA,411,JFK,LAX,353,2475,13,25
2013,2,13,1346,-4,1622,-1,B6,N197JB,615,JFK,JAX,142,828,13,46
2013,6,3,1728,0,2040,-17,UA,N37273,1078,EWR,SAT,218,1569,17,28
2013,2,11,1710,100,1958,63,AA,N3FXAA,1039,JFK,FLL,149,1069,17,10
2013,11,9,1927,-3,2232,-17,DL,N354NW,1091,JFK,SAT,224,1587,19,27
2013,2,14,947,-8,1227,-12,B6,N763JB,197,JFK,LAS,311,2248,9,47
2013,3,29,1156,-4,1452,-19,DL,N704X,863,JFK,LAX,330,2475,11,56
2013,1,9,1927,27,2110,37,EV,N13958,5683,EWR,BNA,126,748,19,27
2013,4,18,1142,-2,1353,-6,DL,N318NB,401,EWR,ATL,105,746,11,42
2013,10,17,2206,151,44,122,UA,N842UA,208,EWR,SEA,312,2402,22,6
2013,1,23,1109,144,1211,116,9E,N600LR,3405,JFK,DCA,45,213,11,9
2013,2,14,1048,8,1333,-4,UA,N665UA,764,EWR,IAH,207,1400,10,48
2013,2,12,626,-4,736,-13,EV,N14916,4533,EWR,BUF,54,282,6,26
2013,2,28,1609,-6,1802,-36,DL,N343NB,2383,JFK,DTW,84,509,16,9
2013,3,29,1003,2,1206,-16,EV,N14542,4405,EWR,SAV,105,708,10,3
2013,11,16,1013,-2,1333,-9,US,N653AW,604,EWR,PHX,303,2133,10,13
2013,1,8,1825,-5,1958,-17,MQ,N503MQ,4674,LGA,CLE,69,419,18,25
2013,5,10,1047,17,1345,-5,UA,N57439,1120,EWR,SFO,331,2565,10,47
2013,11,7,1453,-2,1635,-5,MQ,N834MQ,3359,JFK,RDU,78,427,14,53
2013,6,14,735,-5,1045,-10,VX,N634VA,11,JFK,SFO,346,2586,7,35
2013,8,3,557,-3,720,-5,AA,N454AA,301,LGA,ORD,118,733,5,57
2013,4,25,2046,42,2358,52,UA,N33289,1130,EWR,DFW,216,1372,20,46
2013,7,21,634,-1,815,-11,US,N118US,1125,EWR,CLT,81,529,6,34
2013,3,6,2111,11,2206,-9,US,N714US,2191,LGA,DCA,37,214,21,11
2013,12,23,29,30,515,38,B6,N536JB,839,JFK,BQN,201,1576,0,29
2013,4,12,1706,96,1928,116,US,N758US,1899,LGA,CLT,94,544,17,6
2013,2,19,910,-10,1220,-20,AA,N511AA,1589,EWR,DFW,215,1372,9,10
2013,6,12,1957,32,2246,29,UA,N33264,1555,EWR,SAN,311,2425,19,57
2013,4,6,1627,-2,1832,-18,EV,N26545,4294,EWR,SAV,100,708,16,27
2013,11,17,656,-4,1010,-11,DL,N713TW,1415,JFK,SLC,282,1990,6,56
2013,11,15,806,-4,939,-15,EV,N722EV,5463,LGA,BNA,120,764,8,6
2013,7,11,1333,0,1519,-20,EV,N34110,4193,EWR,MSP,146,1008,13,33
2013,12,6,1734,44,2029,69,WN,N217JC,356,LGA,DEN,265,1620,17,34
2013,8,16,1612,-3,1745,-20,9E,N902XJ,3400,JFK,MKE,109,745,16,12
2013,9,18,2239,-6,2340,-16,B6,N337JB,108,JFK,PWM,48,273,22,39
2013,7,13,1548,-4,1831,-9,UA,N414UA,503,EWR,MCO,132,937,15,48
2013,5,9,453,-7,629,-11,US,N557UW,1431,EWR,CLT,80,529,4,53
2013,11,26,1752,22,2100,10,AA,N3FJAA,1185,LGA,DFW,213,1389,17,52
2013,10,25,1212,13,1522,8,AA,N3EEAA,1256,LGA,MIA,160,1096,12,12
2013,9,10,813,-2,1041,1,DL,N302NB,914,LGA,DEN,223,1620,8,13
2013,6,26,947,82,1119,62,US,N183UW,1831,JFK,CLT,75,541,9,47
2013,12,20,1342,2,1749,34,WN,N957WN,3063,EWR,PHX,335,2133,13,42
2013,5,15,2025,36,2328,4,UA,N841UA,612,EWR,LAX,317,2454,20,25
2013,7,9,1759,18,2118,41,UA,N38454,1161,EWR,SAN,313,2425,17,59
2013,4,23,752,-8,935,21,US,N742PS,2165,LGA,DCA,57,214,7,52
2013,6,10,1846,71,1949,43,DL,N339NW,2383,LGA,PWM,40,269,18,46
2013,12,19,629,-1,822,-20,US,N174US,2085,LGA,CLT,85,544,6,29
2013,7,1,1557,62,1824,83,9E,N830AY,4120,JFK,CLE,84,425,15,57
2013,1,2,720,80,905,90,MQ,N520MQ,3768,EWR,ORD,112,719,7,20
2013,2,27,637,-4,732,-24,UA,N17730,1142,EWR,BOS,37,200,6,37
2013,11,6,1021,-9,1300,-5,DL,N394DA,1529,JFK,LAS,316,2248,10,21
2013,11,2,1643,0,1946,-9,UA,N556UA,617,EWR,SFO,339,2565,16,43
2013,8,18,1158,-2,1436,6,UA,N463UA,392,EWR,IAH,192,1400,11,58
2013,9,10,611,-4,742,-31,US,N119US,840,EWR,CLT,71,529,6,11
2013,2,3,1631,-3,1823,-14,EV,N12567,4411,EWR,MEM,146,946,16,31
2013,7,30,1036,1,1327,-19,UA,N75435,1150,EWR,SFO,332,2565,10,36
2013,8,5,2102,3,2333,11,DL,N996DL,1247,LGA,ATL,105,762,21,2
2013,4,18,1208,-2,1502,40,UA,N403UA,235,EWR,DEN,264,1605,12,8
2013,6,16,1457,-3,1813,18,AA,N5FFAA,1813,JFK,MCO,132,944,14,57
2013,9,7,1735,0,2018,-37,AA,N397AA,2351,JFK,MIA,137,1089,17,35
2013,5,10,1059,-2,1323,-11,B6,N521JB,711,JFK,LAS,298,2248,10,59
2013,11,5,613,-2,804,-14,US,N186US,1989,EWR,CLT,88,529,6,13
2013,5,9,1603,68,1743,63,MQ,N626MQ,4172,JFK,CLE,74,425,16,3
2013,1,14,1106,-4,1202,-19,B6,N239JB,24,JFK,BTV,43,266,11,6
2013,3,6,727,-2,1016,-10,B6,N658JB,361,LGA,PBI,150,1035,7,27
2013,4,22,627,-3,929,10,UA,N428UA,427,LGA,IAH,206,1416,6,27
2013,9,24,738,10,945,-12,UA,N457UA,245,EWR,DEN,209,1605,7,38
2013,1,21,812,-7,1247,-20,B6,N510JB,717,JFK,SJU,193,1598,8,12
2013,4,30,1315,0,1511,10,US,N167US,1895,EWR,CLT,75,529,13,15
2013,3,1,1342,17,1609,-41,VX,N641VA,411,JFK,LAX,314,2475,13,42
2013,2,12,1851,-7,2031,-24,EV,N710EV,5038,LGA,BHM,148,866,18,51
2013,5,7,604,-6,714,-9,EV,N13914,4527,EWR,IAD,48,212,6,4
2013,5,16,1658,58,1955,31,DL,N982DL,1373,JFK,MIA,145,1089,16,58
2013,12,27,1016,16,1244,-8,UA,N24715,1124,EWR,EGE,251,1725,10,16
2013,11,19,1008,-7,1331,-11,US,N668AW,604,EWR,PHX,293,2133,10,8
2013,1,20,2228,78,2338,76,EV,N14117,4119,EWR,RIC,52,277,22,28
2013,2,25,1618,-2,1714,-13,EV,N14117,4498,EWR,MHT,37,209,16,18
2013,7,21,1718,183,1916,222,EV,N909EV,5712,JFK,IAD,47,228,17,18
2013,3,14,2222,53,2332,47,EV,N12126,4206,EWR,BTV,50,266,22,22
2013,11,25,631,-4,927,-2,B6,N807JB,525,JFK,TPA,149,1005,6,31
2013,12,15,905,-5,1130,-17,EV,N755EV,5231,LGA,CHS,117,641,9,5
2013,11,12,1414,-6,1557,2,AA,N4YRAA,337,LGA,ORD,115,733,14,14
2013,12,11,1755,-4,2032,-51,UA,N587UA,997,JFK,LAX,323,2475,17,55
2013,3,18,740,-10,1021,-24,B6,N760JB,389,LGA,MCO,134,950,7,40
2013,7,26,1658,-2,1948,-30,DL,N704X,1163,JFK,LAX,320,2475,16,58
2013,12,1,1819,-1,2127,-18,AA,N3GLAA,119,EWR,LAX,326,2454,18,19
2013,3,21,1944,-5,2246,-35,UA,N26123,1462,EWR,SFO,335,2565,19,44
2013,2,7,837,-3,1141,-22,B6,N536JB,553,EWR,RSW,152,1068,8,37
2013,5,7,545,-5,834,-11,UA,N24715,1077,EWR,MIA,150,1085,5,45
2013,9,30,1503,4,1805,-9,AA,N3GBAA,2297,LGA,MIA,147,1096,15,3
2013,4,6,949,-1,1300,8,B6,N584JB,503,EWR,FLL,152,1065,9,49
2013,2,17,747,-3,940,-27,DL,N900DE,2119,LGA,MSP,146,1020,7,47
2013,7,14,919,-3,1322,-4,UA,N24702,1519,EWR,STT,213,1634,9,19
2013,4,10,927,-3,1258,3,AA,N324AA,179,JFK,SFO,357,2586,9,27
2013,1,4,1839,34,2011,16,MQ,N502MQ,4626,LGA,CMH,73,479,18,39
2013,4,25,1404,5,1659,-15,AA,N613AA,677,JFK,MIA,156,1089,14,4
2013,7,17,856,-4,1315,10,AA,N5FAAA,1357,JFK,SJU,209,1598,8,56
2013,3,13,836,-4,942,-32,9E,N906XJ,3330,JFK,DCA,49,213,8,36
2013,10,23,738,-2,859,-1,MQ,N511MQ,3759,EWR,ORD,109,719,7,38
2013,3,29,1408,-7,1532,-35,EV,N708EV,4983,LGA,GSO,66,461,14,8
2013,8,9,615,-5,844,1,DL,N690DL,1743,JFK,ATL,102,760,6,15
2013,11,11,1828,-2,2141,-19,DL,N718TW,442,JFK,SEA,328,2422,18,28
2013,12,29,1815,110,1935,100,MQ,N508MQ,3748,EWR,ORD,117,719,18,15
2013,4,2,1521,-9,1844,-5,B6,N665JB,137,JFK,RSW,159,1074,15,21
2013,11,23,843,48,1138,24,UA,N407UA,584,EWR,PDX,333,2434,8,43
2013,10,6,2208,23,11,13,EV,N15983,4682,EWR,SDF,97,642,22,8
2013,2,25,1940,5,2136,-9,9E,N836AY,3899,JFK,CLE,76,425,19,40
2013,11,16,1410,-5,1546,-4,AA,N583AA,1170,LGA,STL,138,888,14,10
2013,9,2,1152,-7,1308,-1,MQ,N807MQ,3386,JFK,DCA,52,213,11,52
2013,7,17,1600,-4,1820,1,EV,N11551,4294,EWR,SAV,102,708,16,0
2013,3,25,1650,20,2001,-14,VX,N848VA,27,JFK,SFO,345,2586,16,50
2013,6,2,1016,-9,1215,-7,US,N658AW,29,EWR,PHX,281,2133,10,16
2013,6,9,1737,10,2029,-15,UA,N39450,1266,EWR,LAX,326,2454,17,37
2013,11,24,955,-4,1209,-32,EV,N27190,4141,EWR,ATL,112,746,9,55
2013,12,25,1504,25,1641,26,EV,N14977,4171,EWR,MSN,134,799,15,4
2013,1,14,1628,-2,1802,-5,EV,N19554,4702,EWR,GSO,80,445,16,28
2013,12,8,2008,128,2209,149,MQ,N832MQ,3501,LGA,RDU,79,431,20,8
2013,4,18,709,-1,1047,12,VX,N630VA,399,JFK,LAX,358,2475,7,9
2013,10,17,2008,18,2216,36,MQ,N724MQ,3573,LGA,CMH,85,479,20,8
2013,3,3,858,-2,1213,-7,AA,N359AA,647,JFK,MIA,161,1089,8,58
2013,6,7,1200,0,1447,-20,UA,N525UA,580,JFK,SFO,323,2586,12,0
2013,8,20,1725,-4,1921,-8,EV,N24103,4581,EWR,CMH,70,463,17,25
2013,7,9,1630,6,1808,-8,EV,N36915,4212,EWR,RDU,64,416,16,30
2013,10,29,1339,-6,1715,25,AA,N332AA,117,JFK,LAX,356,2475,13,39
2013,7,9,1456,-4,1718,66,US,N965UW,2132,LGA,BOS,39,184,14,56
2013,6,1,1625,14,1907,-11,UA,N73406,1601,EWR,FLL,146,1065,16,25
2013,12,4,1513,-11,1645,-4,EV,N18556,4580,EWR,MKE,128,725,15,13
2013,9,4,2023,-7,2213,-38,EV,N759EV,5209,LGA,CHS,91,641,20,23
2013,10,26,1923,-2,2227,-17,DL,N377NW,2307,JFK,SAT,223,1587,19,23
2013,8,3,1214,-6,1325,-16,EV,N13978,4357,EWR,BUF,50,282,12,14
2013,3,15,1556,-4,1702,-10,US,N952UW,2134,LGA,BOS,39,184,15,56
2013,10,3,1313,-7,1609,-16,UA,N834UA,436,EWR,FLL,157,1065,13,13
2013,10,24,1606,-2,1745,-7,B6,N355JB,1105,JFK,ORD,115,740,16,6
2013,9,7,1226,-4,1439,-52,UA,N442UA,273,EWR,SNA,293,2434,12,26
2013,6,24,2002,152,2257,134,B6,N636JB,263,JFK,SEA,313,2422,20,2
2013,1,28,1826,-4,2124,36,UA,N535UA,612,EWR,DEN,267,1605,18,26
2013,7,16,1834,-1,2205,10,AA,N3AFAA,269,JFK,SEA,315,2422,18,34
2013,5,9,722,-8,1006,-59,VX,N641VA,183,EWR,SFO,333,2565,7,22
2013,11,29,1735,0,1847,-4,EV,N16954,4240,EWR,BUF,53,282,17,35
2013,4,7,1857,-2,2114,10,EV,N13965,5679,EWR,CLT,84,529,18,57
2013,11,4,1016,36,1227,30,EV,N600QX,4880,LGA,MEM,138,963,10,16
2013,3,17,906,-4,1209,-4,DL,N330NW,1885,LGA,MCO,138,950,9,6
2013,10,23,1057,-3,1423,8,DL,N301NB,2098,LGA,MIA,169,1096,10,57
2013,12,20,939,14,1254,-11,WN,N931WN,2344,EWR,AUS,236,1504,9,39
2013,11,13,1406,-9,1540,-10,AA,N4YNAA,1170,LGA,STL,124,888,14,6
2013,12,13,845,-5,1208,-20,B6,N827JB,15,JFK,SFO,354,2586,8,45
2013,12,5,1537,8,1731,56,UA,N813UA,321,EWR,BOS,71,200,15,37
2013,6,10,2235,170,123,214,EV,N18557,4361,EWR,TYS,105,631,22,35
2013,2,19,1456,-4,1837,0,DL,N717TW,2344,JFK,LAX,339,2475,14,56
2013,4,9,706,-4,1001,-34,VX,N837VA,399,JFK,LAX,326,2475,7,6
2013,10,27,800,0,958,-7,9E,N927XJ,3353,JFK,DTW,88,509,8,0
2013,9,13,805,0,1115,12,DL,N331NB,2395,LGA,PBI,150,1035,8,5
2013,9,8,855,-5,1154,-10,DL,N722TW,120,JFK,LAX,313,2475,8,55
2013,3,25,1428,-2,1721,-11,UA,N77530,1744,LGA,IAH,213,1416,14,28
2013,11,24,1500,5,1811,-9,AA,N3GMAA,2297,LGA,MIA,153,1096,15,0
2013,2,7,1254,-6,1445,-21,9E,N839AY,3762,EWR,CVG,95,569,12,54
2013,1,23,1935,-5,2225,-15,AA,N3AWAA,1787,JFK,TPA,149,1005,19,35
2013,6,14,2330,300,111,256,WN,N235WN,1454,EWR,MSY,148,1167,23,30
2013,11,6,628,-2,901,-18,B6,N594JB,1099,LGA,MCO,130,950,6,28
2013,2,21,758,-7,1009,-20,9E,N605LR,3538,JFK,MSP,168,1029,7,58
2013,1,13,1253,-7,1417,10,US,N760US,2175,LGA,DCA,51,214,12,53
2013,6,26,2017,122,2136,111,WN,N7746C,2603,LGA,BNA,109,764,20,17
2013,8,1,2210,25,44,26,B6,N639JB,611,JFK,LAS,300,2248,22,10
2013,8,10,1151,-4,1441,-14,AA,N3CBAA,2147,EWR,MIA,150,1085,11,51
2013,6,4,1125,-5,1356,29,US,N198UW,1085,LGA,CLT,92,544,11,25
2013,10,17,710,11,920,8,EV,N16571,4122,EWR,SDF,108,642,7,10
2013,10,10,1143,-1,1410,-19,UA,N19130,1519,EWR,MCO,131,937,11,43
2013,3,6,755,-5,935,-25,B6,N353JB,219,JFK,CLT,82,541,7,55
2013,6,4,957,-6,1139,4,FL,N921AT,353,LGA,CAK,62,397,9,57
2013,10,3,1021,-4,1429,49,UA,N512UA,642,JFK,SFO,356,2586,10,21
2013,4,8,632,2,747,-2,EV,N12569,4533,EWR,BUF,52,282,6,32
2013,7,10,859,-1,1153,-3,DL,N704X,120,JFK,LAX,344,2475,8,59
2013,1,16,1724,49,1825,35,B6,N197JB,1176,EWR,BOS,39,200,17,24
2013,2,7,857,-3,1001,-19,US,N950UW,2120,LGA,BOS,37,184,8,57
2013,12,27,1838,-7,2026,-14,MQ,N539MQ,3349,LGA,MSP,150,1020,18,38
2013,2,28,716,-9,946,-44,AS,N532AS,11,EWR,SEA,311,2402,7,16
2013,2,3,1324,-6,1607,-33,AA,N3GAAA,753,LGA,DFW,204,1389,13,24
2013,8,9,15,166,217,148,EV,N16546,3823,EWR,SDF,104,642,0,15
2013,8,10,1449,38,1731,29,B6,N599JB,1883,JFK,MCO,138,944,14,49
2013,5,3,1029,-1,1320,-40,VX,N521VA,187,EWR,SFO,329,2565,10,29
2013,11,1,1945,0,2044,-15,9E,N8977A,3843,JFK,PHL,26,94,19,45
2013,3,14,1705,-5,1916,4,US,N193UW,1012,LGA,CLT,90,544,17,5
2013,10,21,815,-5,1151,-39,AA,N5EVAA,1357,JFK,SJU,195,1598,8,15
2013,8,25,1313,-2,1430,-25,AA,N585AA,331,LGA,ORD,106,733,13,13
2013,10,25,2020,-10,2214,13,FL,N920AT,354,LGA,CAK,62,397,20,20
2013,9,26,852,-8,1240,23,DL,N721TW,1765,JFK,SFO,374,2586,8,52
2013,1,16,2007,157,2225,169,EV,N11539,4382,EWR,DTW,104,488,20,7
2013,4,29,1618,8,1739,-5,9E,N919XJ,3359,JFK,BOS,42,187,16,18
2013,8,17,1910,9,2153,-20,B6,N258JB,201,JFK,FLL,144,1069,19,10
2013,2,7,1506,46,1700,70,MQ,N531MQ,3728,EWR,ORD,117,719,15,6
2013,9,13,2131,6,2341,3,EV,N14977,3837,EWR,SDF,103,642,21,31
2013,8,2,1840,0,2101,-8,9E,N8736A,4245,JFK,CHS,93,636,18,40
2013,5,12,1958,-17,2209,-31,9E,N602XJ,4033,LGA,TYS,100,647,19,58
2013,4,27,1802,-3,1912,-17,DL,N332NW,2383,LGA,PWM,45,269,18,2
2013,5,4,1025,-4,1123,-22,EV,N14143,4240,EWR,BUF,43,282,10,25
2013,6,28,2011,51,2127,27,AA,N3ETAA,361,LGA,ORD,106,733,20,11
2013,10,13,2011,11,2135,3,UA,N406UA,695,LGA,ORD,103,733,20,11
2013,8,11,1557,-13,1731,-29,AA,N488AA,343,LGA,ORD,113,733,15,57
2013,9,4,2120,100,2224,64,AA,N4XLAA,363,LGA,ORD,105,733,21,20
2013,9,17,1658,-2,1914,-7,DL,N353NB,2042,EWR,ATL,108,746,16,58
2013,6,12,1238,-7,1338,-17,AA,N3BKAA,1850,JFK,BOS,42,187,12,38
2013,12,16,1701,-4,2016,10,B6,N537JB,305,EWR,FLL,166,1065,17,1
2013,6,4,724,-1,857,-8,AA,N4YHAA,305,LGA,ORD,114,733,7,24
2013,7,28,2316,256,217,252,UA,N36476,1524,EWR,MIA,153,1085,23,16
2013,6,21,1941,30,2134,19,EV,N16147,4397,EWR,MCI,146,1092,19,41
2013,12,13,1810,-5,2133,-2,AA,N3AYAA,1611,LGA,MIA,154,1096,18,10
2013,11,12,515,0,803,-5,UA,N69806,1487,EWR,IAH,205,1400,5,15
2013,3,30,1536,4,1811,-33,UA,N37434,1739,EWR,RSW,142,1068,15,36
2013,3,21,605,5,917,6,UA,N39297,1077,EWR,MIA,160,1085,6,5
2013,9,28,1505,-5,1732,-3,MQ,N610MQ,3202,JFK,IND,94,665,15,5
2013,5,25,1216,-7,1314,-16,EV,N14177,4219,EWR,SYR,40,195,12,16
2013,8,18,1240,1,1528,-6,B6,N564JB,41,JFK,FLL,148,1069,12,40
2013,5,6,754,-1,935,-30,9E,N921XJ,3353,JFK,DTW,81,509,7,54
2013,8,6,2131,-9,2247,-13,MQ,N851MQ,3621,JFK,DCA,51,213,21,31
